pac_name,affiliate,total,dem,repub,lean,year
Brighter Futures PAC,Blake Farenthold (R-Texas),2500,0,2500,Solidly Republican/Conservative,2018
Every Republican is Crucial PAC,ex-Rep. Eric Cantor (R-Va),2500,0,2500,Solidly Republican/Conservative,2018
Committee For Southwest Virginia,ex-Rep. Rick Boucher (D-Va),2500,2500,0,Solidly Democrat/Liberal,2018
GUEST PAC,Michael Patrick Guest (R-Miss),2500,0,2500,Solidly Republican/Conservative,2018
Del PAC,ex-Rep. John Carney (D-Del),2300,2300,0,Solidly Democrat/Liberal,2018
Deep Blue,ex-Rep. Joe Sestak (D-Pa),2200,2200,0,Solidly Democrat/Liberal,2018
All Power to The People PAC,Bobby L Rush (D-Ill),2000,2000,0,Solidly Democrat/Liberal,2018
New York Jobs PAC,ex-Rep. Steve Israel (D-NY),2000,2000,0,Solidly Democrat/Liberal,2018
Louisiana Reform PAC,ex-Sen. David Vitter (R-LA),2000,0,2000,Solidly Republican/Conservative,2018
VictoryPAC,ex-Rep. Gary Ackerman (D-NY),2000,2000,0,Solidly Democrat/Liberal,2018
I Got Your Back PAC,Lisa Blunt Rochester (D-Del),2000,2000,0,Solidly Democrat/Liberal,2018
Defend America Now,Dan Donovan (R-NY),2000,0,2000,Solidly Republican/Conservative,2018
Keystone Leadership PAC,ex-Rep. Michael G Fitzpatrick (R-Pa),2000,0,2000,Solidly Republican/Conservative,2018
Helping All Republicans This Key Election Year,ex-State Rep. Diane Harkey (R-Calif),2000,0,2000,Solidly Republican/Conservative,2018
Taking the Hill PAC,ex-Rep. Patrick J. Murphy (D-Pa),2000,2000,0,Solidly Democrat/Liberal,2018
Capitol Heel PAC,Alma Adams (D-NC),1800,1800,0,Solidly Democrat/Liberal,2018
Protecting America Under Law,Paul Gosar (R-Ariz),1700,0,1700,Solidly Republican/Conservative,2018
Virginia Leadership PAC,ex-Rep. Jim Moran (D-VA),1620,1620,0,Solidly Democrat/Liberal,2018
Building Infrastructure Harnessing Our Priorities,ex-Rep. Timothy H Bishop (D-NY),1500,1500,0,Solidly Democrat/Liberal,2018
G PAC,Mayor Greg Fischer (D-Louisville),1500,1500,0,Solidly Democrat/Liberal,2018
Port PAC,Alan Lowenthal (D-Calif),1500,1500,0,Solidly Democrat/Liberal,2018
Americans For Legislative Excellence PAC,Alex Mooney (R-WVa),1335,0,1335,Solidly Republican/Conservative,2018
TROTTER PAC,Dave Trott (R-Mich),1262,0,1262,Solidly Republican/Conservative,2018
Jimmy Field Campaign,Public Service Commissioner Jimmy Field (R-La),1250,0,1250,Solidly Republican/Conservative,2018
Freedom for All Americans,Rand Paul (R-Ky),1250,0,1250,Solidly Republican/Conservative,2018
Building American Conservatism PAC,Randy Weber (R-Texas),1000,0,1000,Solidly Republican/Conservative,2018
Arizona Sunrise PAC,ex-Rep. Matt Salmon (R-Ariz),1000,0,1000,Solidly Republican/Conservative,2018
Louise's PAC,Louise M Slaughter (D-NY),1000,1000,0,Solidly Democrat/Liberal,2018
Taking Our Majority PAC,Tom McClintock (R-Calif),1000,0,1000,Solidly Republican/Conservative,2018
KPAC,ex-Sen. Kay Bailey Hutchison (R-Texas),1000,0,1000,Solidly Republican/Conservative,2018
Ander PAC,ex-Rep. Ander Crenshaw (R-Fla),1000,0,1000,Solidly Republican/Conservative,2018
FairPAC,ex-Rep. John Linder (R-Ga),1000,0,1000,Solidly Republican/Conservative,2018
Fund for American Opportunity,ex-Sen. Spencer Abraham (R-Mich),1000,0,1000,Solidly Republican/Conservative,2018
Education & Opportunity Fund,ex-Rep. David Wu (D-Ore),1000,1000,0,Solidly Democrat/Liberal,2018
PITTSPAC,ex-Rep. Joe Pitts (R-Pa),1000,0,1000,Solidly Republican/Conservative,2018
MACK PAC,ex-Rep. Connie Mack (R-Fla),1000,0,1000,Solidly Republican/Conservative,2018
Because Women Can,Bonnie Coleman (D-NJ),750,750,0,Solidly Democrat/Liberal,2018
Committee for the Preservation of Capitalism,ex-Rep. Charles W Boustany Jr (R-La),600,0,600,Solidly Republican/Conservative,2018
Common Good Fund,ex-Rep. Jim McDermott (D-Wash),500,500,0,Solidly Democrat/Liberal,2018
Seagrass PAC,ex-Rep. David Jolly (R-Fla),500,0,500,Solidly Republican/Conservative,2018
PEM PAC,ex-Rep. Patrick Murphy (D-Fla),500,500,0,Solidly Democrat/Liberal,2018
Tar Heel PAC,ex-Rep. Mike McIntyre (D-NC),250,250,0,Solidly Democrat/Liberal,2018
Middle Ground PAC,ex-Rep. Timothy Johnson (R-Ill),250,0,250,Solidly Republican/Conservative,2018
Practical Solutions for America,Mary Perry (R-Nev),58,0,58,Solidly Republican/Conservative,2018
Voice for Freedom,ex-Rep. Tom Price (R-Ga),-5000,0,-5000,Solidly Republican/Conservative,2018
